run_1,lane_1,tag_1,run_2,lane_2,tag_2,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,
11823,1,53,,,,ERS364092,2787STDY5607155,YGL1336,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,2,WAxNA_F12_2_HU_1_T32_C2,WAxNA_F12_2_HU_1,28.41577477,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289810/WAxNA_F12_2_HU_1_T32_C2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289810/WAxNA_F12_2_HU_1_T32_C2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290224/WAxNA_F12_2_HU_1_T32_C2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290224/WAxNA_F12_2_HU_1_T32_C2.de_novo.vcf.gz.tbi
8616,5,58,8939,1,58,ERS169348,R2_HU_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,1,32,,WAxNA_F12_2_HU_1_T32,WAxNA_F12_2_HU_1,92.20754234,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289755/WAxNA_F12_2_HU_1_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289755/WAxNA_F12_2_HU_1_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290056/WAxNA_F12_2_HU_1_T32.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290056/WAxNA_F12_2_HU_1_T32.de_novo.vcf.gz.tbi
11823,1,28,14893,4,19,ERS364054,2787STDY5607117,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,2,,WAxNA_F12_2_HU_2_T2,WAxNA_F12_2_HU_2,105.3132741,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289987/WAxNA_F12_2_HU_2_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289987/WAxNA_F12_2_HU_2_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290067/WAxNA_F12_2_HU_2_T2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290067/WAxNA_F12_2_HU_2_T2.de_novo.vcf.gz
11823,1,32,14893,4,23,ERS364058,2787STDY5607121,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,4,,WAxNA_F12_2_HU_2_T4,WAxNA_F12_2_HU_2,105.6606128,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289930/WAxNA_F12_2_HU_2_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289930/WAxNA_F12_2_HU_2_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290033/WAxNA_F12_2_HU_2_T4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290033/WAxNA_F12_2_HU_2_T4.de_novo.vcf.gz.tbi
11823,1,36,14893,4,27,ERS364062,2787STDY5607125,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,8,,WAxNA_F12_2_HU_2_T8,WAxNA_F12_2_HU_2,97.21614867,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289655/WAxNA_F12_2_HU_2_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289655/WAxNA_F12_2_HU_2_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290272/WAxNA_F12_2_HU_2_T8.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290272/WAxNA_F12_2_HU_2_T8.de_novo.vcf.gz.tbi
11822,2,77,,,,ERS364066,2787STDY5607129,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,16,,WAxNA_F12_2_HU_2_T16,WAxNA_F12_2_HU_2,81.95757067,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289681/WAxNA_F12_2_HU_2_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289681/WAxNA_F12_2_HU_2_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290122/WAxNA_F12_2_HU_2_T16.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290122/WAxNA_F12_2_HU_2_T16.de_novo.vcf.gz
11823,1,71,,,,ERS364257,2787STDY5623207,YGL1435,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,1,WAxNA_F12_2_HU_2_T32_C1,WAxNA_F12_2_HU_2,28.47155515,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289635/WAxNA_F12_2_HU_2_T32_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289635/WAxNA_F12_2_HU_2_T32_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290225/WAxNA_F12_2_HU_2_T32_C1.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290225/WAxNA_F12_2_HU_2_T32_C1.de_novo.vcf.gz
11823,1,72,,,,ERS364258,2787STDY5623208,YGL1436,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,2,WAxNA_F12_2_HU_2_T32_C2,WAxNA_F12_2_HU_2,26.06093639,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289756/WAxNA_F12_2_HU_2_T32_C2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289756/WAxNA_F12_2_HU_2_T32_C2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290235/WAxNA_F12_2_HU_2_T32_C2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290235/WAxNA_F12_2_HU_2_T32_C2.de_novo.vcf.gz
11823,1,73,,,,ERS364259,2787STDY5623209,YGL1437,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,3,WAxNA_F12_2_HU_2_T32_C3,WAxNA_F12_2_HU_2,33.56417371,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289782/WAxNA_F12_2_HU_2_T32_C3.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289782/WAxNA_F12_2_HU_2_T32_C3.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290176/WAxNA_F12_2_HU_2_T32_C3.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290176/WAxNA_F12_2_HU_2_T32_C3.de_novo.vcf.gz.tbi
11823,1,74,,,,ERS364260,2787STDY5623210,YGL1438,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,4,WAxNA_F12_2_HU_2_T32_C4,WAxNA_F12_2_HU_2,33.57553601,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289887/WAxNA_F12_2_HU_2_T32_C4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289887/WAxNA_F12_2_HU_2_T32_C4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290011/WAxNA_F12_2_HU_2_T32_C4.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290011/WAxNA_F12_2_HU_2_T32_C4.de_novo.vcf.gz
11822,2,80,,,,ERS364070,2787STDY5607133,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,2,32,,WAxNA_F12_2_HU_2_T32,WAxNA_F12_2_HU_2,88.45828615,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289885/WAxNA_F12_2_HU_2_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289885/WAxNA_F12_2_HU_2_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290301/WAxNA_F12_2_HU_2_T32.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290301/WAxNA_F12_2_HU_2_T32.de_novo.vcf.gz
11822,2,57,,,,ERS364014,2787STDY5607077,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,2,,WAxNA_F12_2_HU_3_T2,WAxNA_F12_2_HU_3,88.81117326,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289765/WAxNA_F12_2_HU_3_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289765/WAxNA_F12_2_HU_3_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290044/WAxNA_F12_2_HU_3_T2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290044/WAxNA_F12_2_HU_3_T2.de_novo.vcf.gz
11822,2,58,,,,ERS364022,2787STDY5607085,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,4,,WAxNA_F12_2_HU_3_T4,WAxNA_F12_2_HU_3,80.46228847,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289768/WAxNA_F12_2_HU_3_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289768/WAxNA_F12_2_HU_3_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290353/WAxNA_F12_2_HU_3_T4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290353/WAxNA_F12_2_HU_3_T4.de_novo.vcf.gz.tbi
11822,2,59,,,,ERS364030,2787STDY5607093,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,8,,WAxNA_F12_2_HU_3_T8,WAxNA_F12_2_HU_3,83.94965036,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289896/WAxNA_F12_2_HU_3_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289896/WAxNA_F12_2_HU_3_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290024/WAxNA_F12_2_HU_3_T8.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290024/WAxNA_F12_2_HU_3_T8.de_novo.vcf.gz.tbi
11823,1,91,14893,4,35,ERS369976,2787STDY5644703,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,16,,WAxNA_F12_2_HU_3_T16,WAxNA_F12_2_HU_3,104.5569933,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289876/WAxNA_F12_2_HU_3_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289876/WAxNA_F12_2_HU_3_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290312/WAxNA_F12_2_HU_3_T16.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290312/WAxNA_F12_2_HU_3_T16.de_novo.vcf.gz
11823,1,85,,,,ERS364271,2787STDY5623221,YGL1449,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,1,WAxNA_F12_2_HU_3_T32_C1,WAxNA_F12_2_HU_3,32.96417413,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289736/WAxNA_F12_2_HU_3_T32_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289736/WAxNA_F12_2_HU_3_T32_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290263/WAxNA_F12_2_HU_3_T32_C1.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290263/WAxNA_F12_2_HU_3_T32_C1.de_novo.vcf.gz.tbi
11823,1,86,,,,ERS364273,2787STDY5623223,YGL1451,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,2,WAxNA_F12_2_HU_3_T32_C2,WAxNA_F12_2_HU_3,32.95967353,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289839/WAxNA_F12_2_HU_3_T32_C2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289839/WAxNA_F12_2_HU_3_T32_C2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290186/WAxNA_F12_2_HU_3_T32_C2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290186/WAxNA_F12_2_HU_3_T32_C2.de_novo.vcf.gz.tbi
11823,1,87,,,,ERS364274,2787STDY5623224,YGL1452,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,3,WAxNA_F12_2_HU_3_T32_C3,WAxNA_F12_2_HU_3,28.77325645,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289928/WAxNA_F12_2_HU_3_T32_C3.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289928/WAxNA_F12_2_HU_3_T32_C3.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290135/WAxNA_F12_2_HU_3_T32_C3.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290135/WAxNA_F12_2_HU_3_T32_C3.de_novo.vcf.gz.tbi
11823,1,88,,,,ERS364275,2787STDY5623225,YGL1453,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,4,WAxNA_F12_2_HU_3_T32_C4,WAxNA_F12_2_HU_3,27.51573073,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289630/WAxNA_F12_2_HU_3_T32_C4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289630/WAxNA_F12_2_HU_3_T32_C4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290343/WAxNA_F12_2_HU_3_T32_C4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290343/WAxNA_F12_2_HU_3_T32_C4.de_novo.vcf.gz.tbi
11823,1,89,,,,ERS364276,2787STDY5623226,YGL1454,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,5,WAxNA_F12_2_HU_3_T32_C5,WAxNA_F12_2_HU_3,32.60583255,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289699/WAxNA_F12_2_HU_3_T32_C5.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289699/WAxNA_F12_2_HU_3_T32_C5.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290274/WAxNA_F12_2_HU_3_T32_C5.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290274/WAxNA_F12_2_HU_3_T32_C5.de_novo.vcf.gz.tbi
11823,1,95,,,,ERS369980,2787STDY5644707,YGL1450,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,6,WAxNA_F12_2_HU_3_T32_C6,WAxNA_F12_2_HU_3,30.27708734,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289806/WAxNA_F12_2_HU_3_T32_C6.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289806/WAxNA_F12_2_HU_3_T32_C6.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290169/WAxNA_F12_2_HU_3_T32_C6.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290169/WAxNA_F12_2_HU_3_T32_C6.de_novo.vcf.gz
11822,2,71,,,,ERS364046,2787STDY5607109,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,HU,3,32,,WAxNA_F12_2_HU_3_T32,WAxNA_F12_2_HU_3,82.31518058,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289678/WAxNA_F12_2_HU_3_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289678/WAxNA_F12_2_HU_3_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290066/WAxNA_F12_2_HU_3_T32.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290066/WAxNA_F12_2_HU_3_T32.de_novo.vcf.gz.tbi
8616,5,11,8939,1,11,ERS169300,R2_RA_T2,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,2,,WAxNA_F12_2_RM_1_T2,WAxNA_F12_2_RM_1,114.0616676,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289669/WAxNA_F12_2_RM_1_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289669/WAxNA_F12_2_RM_1_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290160/WAxNA_F12_2_RM_1_T2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290160/WAxNA_F12_2_RM_1_T2.de_novo.vcf.gz.tbi
8616,5,23,8939,1,23,ERS169313,R2_RA_T4,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,4,,WAxNA_F12_2_RM_1_T4,WAxNA_F12_2_RM_1,109.9157568,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289731/WAxNA_F12_2_RM_1_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289731/WAxNA_F12_2_RM_1_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290283/WAxNA_F12_2_RM_1_T4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290283/WAxNA_F12_2_RM_1_T4.de_novo.vcf.gz.tbi
8616,5,33,8939,1,33,ERS169323,R2_RA_T8,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,8,,WAxNA_F12_2_RM_1_T8,WAxNA_F12_2_RM_1,98.31461992,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289862/WAxNA_F12_2_RM_1_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289862/WAxNA_F12_2_RM_1_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290247/WAxNA_F12_2_RM_1_T8.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290247/WAxNA_F12_2_RM_1_T8.de_novo.vcf.gz
8616,5,45,8939,1,45,ERS169335,R2_RA_T16,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,16,,WAxNA_F12_2_RM_1_T16,WAxNA_F12_2_RM_1,83.66453378,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289732/WAxNA_F12_2_RM_1_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289732/WAxNA_F12_2_RM_1_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290136/WAxNA_F12_2_RM_1_T16.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290136/WAxNA_F12_2_RM_1_T16.de_novo.vcf.gz.tbi
11823,1,49,,,,ERS364088,2787STDY5607151,YGL1318,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,RM,1,32,1,WAxNA_F12_2_RM_1_T32_C1,WAxNA_F12_2_RM_1,30.8576195,ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290006/WAxNA_F12_2_RM_1_T32_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290006/WAxNA_F12_2_RM_1_T32_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290258/WAxNA_F12_2_RM_1_T32_C1.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290258/WAxNA_F12_2_RM_1_T32_C1.de_novo.vcf.gz.tbi
11823,1,50,,,,ERS364089,2787STDY5607152,YGL1321,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,2,WAxNA_F12_2_RM_1_T32_C2,WAxNA_F12_2_RM_1,29.97921464,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289840/WAxNA_F12_2_RM_1_T32_C2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289840/WAxNA_F12_2_RM_1_T32_C2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290256/WAxNA_F12_2_RM_1_T32_C2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290256/WAxNA_F12_2_RM_1_T32_C2.de_novo.vcf.gz
11823,1,51,,,,ERS364090,2787STDY5607153,YGL1324,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,3,WAxNA_F12_2_RM_1_T32_C3,WAxNA_F12_2_RM_1,29.07910283,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289728/WAxNA_F12_2_RM_1_T32_C3.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289728/WAxNA_F12_2_RM_1_T32_C3.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290298/WAxNA_F12_2_RM_1_T32_C3.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290298/WAxNA_F12_2_RM_1_T32_C3.de_novo.vcf.gz
8616,5,57,8939,1,57,ERS169347,R2_RA_T32,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,1,32,,WAxNA_F12_2_RM_1_T32,WAxNA_F12_2_RM_1,90.50022353,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289984/WAxNA_F12_2_RM_1_T32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289984/WAxNA_F12_2_RM_1_T32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290042/WAxNA_F12_2_RM_1_T32.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290042/WAxNA_F12_2_RM_1_T32.de_novo.vcf.gz
11823,1,26,14893,4,17,ERS364052,2787STDY5607115,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,2,,WAxNA_F12_2_RM_2_T2,WAxNA_F12_2_RM_2,111.7485249,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289974/WAxNA_F12_2_RM_2_T2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289974/WAxNA_F12_2_RM_2_T2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290118/WAxNA_F12_2_RM_2_T2.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290118/WAxNA_F12_2_RM_2_T2.de_novo.vcf.gz
11823,1,30,14893,4,21,ERS364056,2787STDY5607119,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,4,,WAxNA_F12_2_RM_2_T4,WAxNA_F12_2_RM_2,109.4351571,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289945/WAxNA_F12_2_RM_2_T4.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289945/WAxNA_F12_2_RM_2_T4.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290267/WAxNA_F12_2_RM_2_T4.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290267/WAxNA_F12_2_RM_2_T4.de_novo.vcf.gz.tbi
11823,1,34,14893,4,25,ERS364060,2787STDY5607123,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,8,,WAxNA_F12_2_RM_2_T8,WAxNA_F12_2_RM_2,105.7546029,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289631/WAxNA_F12_2_RM_2_T8.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289631/WAxNA_F12_2_RM_2_T8.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290171/WAxNA_F12_2_RM_2_T8.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290171/WAxNA_F12_2_RM_2_T8.de_novo.vcf.gz
11822,2,75,,,,ERS364064,2787STDY5607127,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,16,,WAxNA_F12_2_RM_2_T16,WAxNA_F12_2_RM_2,94.54397372,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289680/WAxNA_F12_2_RM_2_T16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289680/WAxNA_F12_2_RM_2_T16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290145/WAxNA_F12_2_RM_2_T16.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290145/WAxNA_F12_2_RM_2_T16.de_novo.vcf.gz.tbi
11823,1,60,,,,ERS364100,2787STDY5607163,YGL1423,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,1,WAxNA_F12_2_RM_2_T32_C1,WAxNA_F12_2_RM_2,30.46564426,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289897/WAxNA_F12_2_RM_2_T32_C1.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289897/WAxNA_F12_2_RM_2_T32_C1.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290211/WAxNA_F12_2_RM_2_T32_C1.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290211/WAxNA_F12_2_RM_2_T32_C1.de_novo.vcf.gz.tbi
11823,1,61,,,,ERS364101,2787STDY5607164,YGL1424,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,RM,2,32,2,WAxNA_F12_2_RM_2_T32_C2,WAxNA_F12_2_RM_2,30.48401559,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289964/WAxNA_F12_2_RM_2_T32_C2.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289964/WAxNA_F12_2_RM_2_T32_C2.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290296/WAxNA_F12_2_RM_2_T32_C2.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290296/WAxNA_F12_2_RM_2_T32_C2.de_novo.vcf.gz.tbi
