run_1,lane_1,tag_1,run_2,lane_2,tag_2,sample_accession_number,sanger_sample_id,nice_sample_id,species,background,ploidy,cross,cross_rep,selection,selection_rep,time,clone,sample,population,coverage,
6738,6,15,,,,ERS041860,Lys_215,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,15,WAxNA_F12_2_YPD_T0_C15,WAxNA_F12_2_YPD,25.83223575,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289784/WAxNA_F12_2_YPD_T0_C15.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289784/WAxNA_F12_2_YPD_T0_C15.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290288/WAxNA_F12_2_YPD_T0_C15.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290288/WAxNA_F12_2_YPD_T0_C15.de_novo.vcf.gz.tbi
6738,6,16,,,,ERS041861,Lys_216,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,16,WAxNA_F12_2_YPD_T0_C16,WAxNA_F12_2_YPD,30.90206902,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289844/WAxNA_F12_2_YPD_T0_C16.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289844/WAxNA_F12_2_YPD_T0_C16.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290193/WAxNA_F12_2_YPD_T0_C16.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290193/WAxNA_F12_2_YPD_T0_C16.de_novo.vcf.gz.tbi
6738,6,17,,,,ERS041862,Lys_217,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,17,WAxNA_F12_2_YPD_T0_C17,WAxNA_F12_2_YPD,26.32119647,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289723/WAxNA_F12_2_YPD_T0_C17.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289723/WAxNA_F12_2_YPD_T0_C17.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290128/WAxNA_F12_2_YPD_T0_C17.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290128/WAxNA_F12_2_YPD_T0_C17.de_novo.vcf.gz
6738,6,18,,,,ERS041863,Lys_218,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,18,WAxNA_F12_2_YPD_T0_C18,WAxNA_F12_2_YPD,24.55781156,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289865/WAxNA_F12_2_YPD_T0_C18.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289865/WAxNA_F12_2_YPD_T0_C18.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290351/WAxNA_F12_2_YPD_T0_C18.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290351/WAxNA_F12_2_YPD_T0_C18.de_novo.vcf.gz
6738,6,19,,,,ERS041864,Lys_219,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,19,WAxNA_F12_2_YPD_T0_C19,WAxNA_F12_2_YPD,27.42217095,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289939/WAxNA_F12_2_YPD_T0_C19.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289939/WAxNA_F12_2_YPD_T0_C19.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290249/WAxNA_F12_2_YPD_T0_C19.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290249/WAxNA_F12_2_YPD_T0_C19.de_novo.vcf.gz
6738,6,20,,,,ERS041865,Lys_220,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,20,WAxNA_F12_2_YPD_T0_C20,WAxNA_F12_2_YPD,25.07029288,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289646/WAxNA_F12_2_YPD_T0_C20.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289646/WAxNA_F12_2_YPD_T0_C20.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290101/WAxNA_F12_2_YPD_T0_C20.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290101/WAxNA_F12_2_YPD_T0_C20.de_novo.vcf.gz.tbi
6738,6,21,,,,ERS041866,Lys_221,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,21,WAxNA_F12_2_YPD_T0_C21,WAxNA_F12_2_YPD,29.0211282,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289950/WAxNA_F12_2_YPD_T0_C21.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289950/WAxNA_F12_2_YPD_T0_C21.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290346/WAxNA_F12_2_YPD_T0_C21.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290346/WAxNA_F12_2_YPD_T0_C21.de_novo.vcf.gz
6738,6,22,,,,ERS041867,Lys_222,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,22,WAxNA_F12_2_YPD_T0_C22,WAxNA_F12_2_YPD,27.37732975,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289846/WAxNA_F12_2_YPD_T0_C22.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289846/WAxNA_F12_2_YPD_T0_C22.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290203/WAxNA_F12_2_YPD_T0_C22.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290203/WAxNA_F12_2_YPD_T0_C22.de_novo.vcf.gz
6738,6,23,,,,ERS041868,Lys_223,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,23,WAxNA_F12_2_YPD_T0_C23,WAxNA_F12_2_YPD,30.15422105,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289747/WAxNA_F12_2_YPD_T0_C23.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289747/WAxNA_F12_2_YPD_T0_C23.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290062/WAxNA_F12_2_YPD_T0_C23.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290062/WAxNA_F12_2_YPD_T0_C23.de_novo.vcf.gz.tbi
6738,6,24,,,,ERS041869,Lys_224,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,24,WAxNA_F12_2_YPD_T0_C24,WAxNA_F12_2_YPD,30.11713049,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289816/WAxNA_F12_2_YPD_T0_C24.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289816/WAxNA_F12_2_YPD_T0_C24.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290321/WAxNA_F12_2_YPD_T0_C24.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290321/WAxNA_F12_2_YPD_T0_C24.de_novo.vcf.gz
6738,6,25,,,,ERS041870,Lys_227,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,25,WAxNA_F12_2_YPD_T0_C25,WAxNA_F12_2_YPD,25.22000692,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289922/WAxNA_F12_2_YPD_T0_C25.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289922/WAxNA_F12_2_YPD_T0_C25.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290221/WAxNA_F12_2_YPD_T0_C25.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290221/WAxNA_F12_2_YPD_T0_C25.de_novo.vcf.gz
6738,6,26,,,,ERS041871,Lys_228,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,26,WAxNA_F12_2_YPD_T0_C26,WAxNA_F12_2_YPD,24.59322331,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289834/WAxNA_F12_2_YPD_T0_C26.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289834/WAxNA_F12_2_YPD_T0_C26.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290009/WAxNA_F12_2_YPD_T0_C26.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290009/WAxNA_F12_2_YPD_T0_C26.de_novo.vcf.gz
6738,6,27,,,,ERS041872,Lys_229,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,27,WAxNA_F12_2_YPD_T0_C27,WAxNA_F12_2_YPD,27.35284624,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289737/WAxNA_F12_2_YPD_T0_C27.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289737/WAxNA_F12_2_YPD_T0_C27.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290294/WAxNA_F12_2_YPD_T0_C27.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290294/WAxNA_F12_2_YPD_T0_C27.de_novo.vcf.gz
6738,6,28,,,,ERS041873,Lys_230,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,28,WAxNA_F12_2_YPD_T0_C28,WAxNA_F12_2_YPD,25.14607423,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289781/WAxNA_F12_2_YPD_T0_C28.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289781/WAxNA_F12_2_YPD_T0_C28.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290344/WAxNA_F12_2_YPD_T0_C28.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290344/WAxNA_F12_2_YPD_T0_C28.de_novo.vcf.gz.tbi
6738,6,29,,,,ERS041874,Lys_231,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,29,WAxNA_F12_2_YPD_T0_C29,WAxNA_F12_2_YPD,24.84450437,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289807/WAxNA_F12_2_YPD_T0_C29.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289807/WAxNA_F12_2_YPD_T0_C29.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290270/WAxNA_F12_2_YPD_T0_C29.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290270/WAxNA_F12_2_YPD_T0_C29.de_novo.vcf.gz.tbi
6738,6,30,,,,ERS041875,Lys_232,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,30,WAxNA_F12_2_YPD_T0_C30,WAxNA_F12_2_YPD,18.47281387,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289972/WAxNA_F12_2_YPD_T0_C30.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289972/WAxNA_F12_2_YPD_T0_C30.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290174/WAxNA_F12_2_YPD_T0_C30.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290174/WAxNA_F12_2_YPD_T0_C30.de_novo.vcf.gz
6738,6,31,,,,ERS041876,Lys_233,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,31,WAxNA_F12_2_YPD_T0_C31,WAxNA_F12_2_YPD,24.55177658,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289942/WAxNA_F12_2_YPD_T0_C31.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289942/WAxNA_F12_2_YPD_T0_C31.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290259/WAxNA_F12_2_YPD_T0_C31.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290259/WAxNA_F12_2_YPD_T0_C31.de_novo.vcf.gz
6738,6,32,,,,ERS041877,Lys_234,,Saccharomyces cerevisiae,WAxNA,diploid,F12,2,YPD,,0,32,WAxNA_F12_2_YPD_T0_C32,WAxNA_F12_2_YPD,23.58344625,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289788/WAxNA_F12_2_YPD_T0_C32.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289788/WAxNA_F12_2_YPD_T0_C32.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290334/WAxNA_F12_2_YPD_T0_C32.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290334/WAxNA_F12_2_YPD_T0_C32.de_novo.vcf.gz.tbi
6738,6,33,,,,ERS041878,Lys_235,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,33,WAxNA_F12_2_YPD_T0_C33,WAxNA_F12_2_YPD,23.99891927,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289954/WAxNA_F12_2_YPD_T0_C33.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289954/WAxNA_F12_2_YPD_T0_C33.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290232/WAxNA_F12_2_YPD_T0_C33.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290232/WAxNA_F12_2_YPD_T0_C33.de_novo.vcf.gz.tbi
6738,6,34,,,,ERS041879,Lys_236,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,34,WAxNA_F12_2_YPD_T0_C34,WAxNA_F12_2_YPD,21.03774308,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289701/WAxNA_F12_2_YPD_T0_C34.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289701/WAxNA_F12_2_YPD_T0_C34.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290077/WAxNA_F12_2_YPD_T0_C34.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290077/WAxNA_F12_2_YPD_T0_C34.de_novo.vcf.gz
6738,6,35,,,,ERS041880,Lys_237,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,35,WAxNA_F12_2_YPD_T0_C35,WAxNA_F12_2_YPD,24.77186472,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289789/WAxNA_F12_2_YPD_T0_C35.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289789/WAxNA_F12_2_YPD_T0_C35.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290162/WAxNA_F12_2_YPD_T0_C35.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290162/WAxNA_F12_2_YPD_T0_C35.de_novo.vcf.gz
6738,6,36,,,,ERS041881,Lys_238,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,36,WAxNA_F12_2_YPD_T0_C36,WAxNA_F12_2_YPD,24.8177551,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289770/WAxNA_F12_2_YPD_T0_C36.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289770/WAxNA_F12_2_YPD_T0_C36.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290216/WAxNA_F12_2_YPD_T0_C36.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290216/WAxNA_F12_2_YPD_T0_C36.de_novo.vcf.gz.tbi
6738,6,37,,,,ERS041882,Lys_239,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,37,WAxNA_F12_2_YPD_T0_C37,WAxNA_F12_2_YPD,28.50435776,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289966/WAxNA_F12_2_YPD_T0_C37.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289966/WAxNA_F12_2_YPD_T0_C37.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290105/WAxNA_F12_2_YPD_T0_C37.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290105/WAxNA_F12_2_YPD_T0_C37.de_novo.vcf.gz
6738,6,38,,,,ERS041883,Lys_241,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,38,WAxNA_F12_2_YPD_T0_C38,WAxNA_F12_2_YPD,29.35585053,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289666/WAxNA_F12_2_YPD_T0_C38.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289666/WAxNA_F12_2_YPD_T0_C38.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290236/WAxNA_F12_2_YPD_T0_C38.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290236/WAxNA_F12_2_YPD_T0_C38.de_novo.vcf.gz.tbi
6738,6,39,,,,ERS041884,Lys_243,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,39,WAxNA_F12_2_YPD_T0_C39,WAxNA_F12_2_YPD,20.04912254,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289763/WAxNA_F12_2_YPD_T0_C39.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289763/WAxNA_F12_2_YPD_T0_C39.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290307/WAxNA_F12_2_YPD_T0_C39.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290307/WAxNA_F12_2_YPD_T0_C39.de_novo.vcf.gz
6738,6,40,,,,ERS041885,Lys_244,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,40,WAxNA_F12_2_YPD_T0_C40,WAxNA_F12_2_YPD,23.28109786,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289700/WAxNA_F12_2_YPD_T0_C40.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289700/WAxNA_F12_2_YPD_T0_C40.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290035/WAxNA_F12_2_YPD_T0_C40.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290035/WAxNA_F12_2_YPD_T0_C40.de_novo.vcf.gz.tbi
6738,6,41,,,,ERS041886,Lys_245,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,41,WAxNA_F12_2_YPD_T0_C41,WAxNA_F12_2_YPD,26.98894527,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289773/WAxNA_F12_2_YPD_T0_C41.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289773/WAxNA_F12_2_YPD_T0_C41.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290318/WAxNA_F12_2_YPD_T0_C41.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290318/WAxNA_F12_2_YPD_T0_C41.de_novo.vcf.gz
6738,6,42,,,,ERS041887,Lys_246,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,42,WAxNA_F12_2_YPD_T0_C42,WAxNA_F12_2_YPD,23.87119487,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289636/WAxNA_F12_2_YPD_T0_C42.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289636/WAxNA_F12_2_YPD_T0_C42.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290218/WAxNA_F12_2_YPD_T0_C42.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290218/WAxNA_F12_2_YPD_T0_C42.de_novo.vcf.gz.tbi
6738,6,43,,,,ERS041888,Lys_247,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,43,WAxNA_F12_2_YPD_T0_C43,WAxNA_F12_2_YPD,28.96789576,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289815/WAxNA_F12_2_YPD_T0_C43.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289815/WAxNA_F12_2_YPD_T0_C43.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290127/WAxNA_F12_2_YPD_T0_C43.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290127/WAxNA_F12_2_YPD_T0_C43.de_novo.vcf.gz
6738,6,44,,,,ERS041889,Lys_248,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,44,WAxNA_F12_2_YPD_T0_C44,WAxNA_F12_2_YPD,22.06011682,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289988/WAxNA_F12_2_YPD_T0_C44.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289988/WAxNA_F12_2_YPD_T0_C44.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290192/WAxNA_F12_2_YPD_T0_C44.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290192/WAxNA_F12_2_YPD_T0_C44.de_novo.vcf.gz
6738,6,45,,,,ERS041890,Lys_249,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,45,WAxNA_F12_2_YPD_T0_C45,WAxNA_F12_2_YPD,24.75772294,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289882/WAxNA_F12_2_YPD_T0_C45.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289882/WAxNA_F12_2_YPD_T0_C45.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290290/WAxNA_F12_2_YPD_T0_C45.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290290/WAxNA_F12_2_YPD_T0_C45.de_novo.vcf.gz
6738,6,46,,,,ERS041891,Lys_250,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,46,WAxNA_F12_2_YPD_T0_C46,WAxNA_F12_2_YPD,32.15300073,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289675/WAxNA_F12_2_YPD_T0_C46.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289675/WAxNA_F12_2_YPD_T0_C46.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290206/WAxNA_F12_2_YPD_T0_C46.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290206/WAxNA_F12_2_YPD_T0_C46.de_novo.vcf.gz.tbi
6738,6,47,,,,ERS041892,Lys_251,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,47,WAxNA_F12_2_YPD_T0_C47,WAxNA_F12_2_YPD,24.39021225,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289859/WAxNA_F12_2_YPD_T0_C47.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289859/WAxNA_F12_2_YPD_T0_C47.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290119/WAxNA_F12_2_YPD_T0_C47.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290119/WAxNA_F12_2_YPD_T0_C47.de_novo.vcf.gz.tbi
6738,6,48,,,,ERS041893,Lys_252,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,48,WAxNA_F12_2_YPD_T0_C48,WAxNA_F12_2_YPD,28.08714548,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289956/WAxNA_F12_2_YPD_T0_C48.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289956/WAxNA_F12_2_YPD_T0_C48.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290159/WAxNA_F12_2_YPD_T0_C48.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290159/WAxNA_F12_2_YPD_T0_C48.de_novo.vcf.gz
6738,6,49,,,,ERS041894,Lys_253,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,49,WAxNA_F12_2_YPD_T0_C49,WAxNA_F12_2_YPD,25.98221076,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289877/WAxNA_F12_2_YPD_T0_C49.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289877/WAxNA_F12_2_YPD_T0_C49.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290183/WAxNA_F12_2_YPD_T0_C49.de_novo.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290183/WAxNA_F12_2_YPD_T0_C49.de_novo.vcf.gz.tbi
6738,6,50,,,,ERS041895,Lys_254,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,50,WAxNA_F12_2_YPD_T0_C50,WAxNA_F12_2_YPD,27.73534329,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289648/WAxNA_F12_2_YPD_T0_C50.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289648/WAxNA_F12_2_YPD_T0_C50.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290339/WAxNA_F12_2_YPD_T0_C50.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290339/WAxNA_F12_2_YPD_T0_C50.de_novo.vcf.gz
6738,6,51,,,,ERS041896,Lys_255,,Saccharomyces cerevisiae,WAxNA,haploid,F12,2,YPD,,0,51,WAxNA_F12_2_YPD_T0_C51,WAxNA_F12_2_YPD,27.07434402,ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289710/WAxNA_F12_2_YPD_T0_C51.background.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ289/ERZ289710/WAxNA_F12_2_YPD_T0_C51.background.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290310/WAxNA_F12_2_YPD_T0_C51.de_novo.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ290/ERZ290310/WAxNA_F12_2_YPD_T0_C51.de_novo.vcf.gz
